,length,theta,a_g,time,pos
0,5.939539731160185,0.04032261895141552,10.348499908502381,0.75,0.12664849539303402
1,3.6459476456283553,0.04158720341461036,10.348499908502381,0.75,0.046903633210797796
2,4.4945725274296535,0.032681360474263114,10.348499908502381,0.75,0.06654814401590829
3,3.6917170963443278,0.03244887771205156,10.348499908502381,0.75,0.03675255000048903
4,8.463275766712893,0.026022985102505232,10.348499908502381,0.75,0.12492828480432304
5,3.0729047793394413,0.039434116771634144,10.348499908502381,0.75,0.02528672170136037
6,4.368474884528551,0.0277118589862015,10.348499908502381,0.75,0.04342995556850859
7,4.881119421564064,0.04437616745646224,10.348499908502381,0.75,0.10861092318569142
8,7.465713834693361,0.03949026866781942,10.348499908502381,0.75,0.21043974878751567
9,5.348169686763541,0.03336334373412253,10.348499908502381,0.75,0.08507739233432297
10,7.572936159345906,0.030362047112804567,10.348499908502381,0.75,0.16284312113846003
11,8.694692147638989,0.041133545741104116,10.348499908502381,0.75,0.2218392107306152
12,6.24011403711158,0.024570043398524515,10.348499908502381,0.75,0.06443422954787131
13,6.17818839458953,0.0347364116690568,10.348499908502381,0.75,0.12491133088399185
14,6.07366189421014,0.030736745484019213,10.348499908502381,0.75,0.09658417842599058
15,4.334855055146826,0.03065296329506266,10.348499908502381,0.75,0.05927378639602267
16,8.127267621010592,0.0217864346401554,10.348499908502381,0.75,0.11394395232859145
17,8.217018476536651,0.030581673116690092,10.348499908502381,0.75,0.16080526806144418
18,2.0391411292059325,0.018115801301586923,10.348499908502381,0.75,-0.004180754652559314
19,3.0850190947063463,0.04194095624526504,10.348499908502381,0.75,0.021923704807431547
20,4.144914545017157,0.02867795214172914,10.348499908502381,0.75,0.04611265270513285
21,2.72797217089496,0.0265560488844483,10.348499908502381,0.75,0.007535837746091183
22,2.1806382554068895,0.0309348161097631,10.348499908502381,0.75,-0.0034782422700376323
23,2.5201968355476176,0.03998748239504479,10.348499908502381,0.75,0.00450573245596575
24,2.2644833568481304,0.026649736832580397,10.348499908502381,0.75,-0.002320330901760894
25,7.3713916803515565,0.04457437244588898,10.348499908502381,0.75,0.21204347657851944
26,3.3167630414626963,0.03588660433195553,10.348499908502381,0.75,0.028796473048077767
27,1.9875813263691269,0.02750187764762295,10.348499908502381,0.75,-0.007851068905231491
28,5.1635755709293605,0.028388534290602813,10.348499908502381,0.75,0.07721475089684786
29,5.24871969400816,0.030337773122368142,10.348499908502381,0.75,0.07159355615139479
30,0.13961792302323328,0.037859091461640265,10.348499908502381,0.75,0.00560188327627766
31,5.829795585289074,0.02803782475104706,10.348499908502381,0.75,0.0791087382736721
32,5.833900064556195,0.03482741623608692,10.348499908502381,0.75,0.12284814147522438
33,6.078873124049237,0.030051972237551985,10.348499908502381,0.75,0.10982634667644064
34,2.5831489740526075,0.037381519003926715,10.348499908502381,0.75,0.006734831375226971
35,6.546968748974471,0.031020179256871967,10.348499908502381,0.75,0.1298867633193399
36,5.058987416312339,0.045386341220345953,10.348499908502381,0.75,0.11442778049073114
37,2.745412048586678,0.03480293094997207,10.348499908502381,0.75,0.010308639606702284
38,7.235264249139859,0.020228117675705155,10.348499908502381,0.75,0.10802837034153709
39,2.9951350223258686,0.03722446075531315,10.348499908502381,0.75,0.02144992357246124
40,0.5440591502779313,0.02868021798444119,10.348499908502381,0.75,-0.01325711495034876
41,5.879169330750334,0.025353598236534654,10.348499908502381,0.75,0.07856184115451426
42,7.097427358744711,0.03713723421367451,10.348499908502381,0.75,0.16688457136698195
43,6.110619874021578,0.03385358804467311,10.348499908502381,0.75,0.11410688682472922
44,8.0426003007288,0.025052297501484574,10.348499908502381,0.75,0.1261531769209292
45,1.4978500824682826,0.03168166512794549,10.348499908502381,0.75,-0.015832929790921508
46,2.3804950248789774,0.03155809531214554,10.348499908502381,0.75,0.0005500738620446262
47,1.7829856951667704,0.030412368579356055,10.348499908502381,0.75,-0.012147173890584501
48,3.669957726674544,0.025694644189332257,10.348499908502381,0.75,0.028490194778941113
49,7.753483952131747,0.03313195585398715,10.348499908502381,0.75,0.17876680502784373
50,3.2062996041284197,0.0333732180573963,9.821156765182563,0.75,0.030405600320814137
51,3.30068683975791,0.027144815601449292,9.821156765182563,0.75,0.023382594652662972
52,3.7940572890060578,0.03647036187852404,9.821156765182563,0.75,0.05870279474261987
53,8.616658801118126,0.027297351673297367,9.821156765182563,0.75,0.17221904855272777
54,3.9877183087174015,0.027892786361273684,9.821156765182563,0.75,0.04942667385290551
55,5.549986281087289,0.028497826552227434,9.821156765182563,0.75,0.08577038871415453
56,3.6542951507683816,0.036351283936905635,9.821156765182563,0.75,0.04374856546693881
57,4.310657187854041,0.03176088813905839,9.821156765182563,0.75,0.05972788748243144
58,8.748464619118558,0.02993049984724413,9.821156765182563,0.75,0.17112300878900458
59,3.4922073190194283,0.04431460115294344,9.821156765182563,0.75,0.04891767821077057
60,0.9728815420336341,0.02635943936874291,9.821156765182563,0.75,-0.019346709428727567
61,10.040370269930868,0.025388507308926035,9.821156765182563,0.75,0.1520722472213725
62,1.4954156373564667,0.024861414167225596,9.821156765182563,0.75,-0.013877839825440559
63,4.813171566996885,0.03175930058432938,9.821156765182563,0.75,0.07831899243728126
64,7.776851427217128,0.025125168869711025,9.821156765182563,0.75,0.12251373872397305
65,3.30455620072249,0.027838660595541482,9.821156765182563,0.75,0.02728134017185456
66,2.5053581185887674,0.03187945620991538,9.821156765182563,0.75,0.00600199603394309
67,5.77470870764459,0.025551141238317525,9.821156765182563,0.75,0.08961177991317312
68,7.110496744653185,0.030699177703687287,9.821156765182563,0.75,0.1471966067318744
69,2.5305566119719813,0.030539028525162295,9.821156765182563,0.75,0.007810876738323282
70,6.521724794478899,0.031344453579383556,9.821156765182563,0.75,0.1032843213009597
71,4.70488727096465,0.04799118281140484,9.821156765182563,0.75,0.11980358096569081
72,6.638554216393233,0.03478780846491981,9.821156765182563,0.75,0.13406435835791922
73,1.914564143615817,0.035809728920243714,9.821156765182563,0.75,-0.009447440826454523
74,4.5187628718927995,0.03315342962601944,9.821156765182563,0.75,0.060393139973616505
75,4.707103098441184,0.03544846102708938,9.821156765182563,0.75,0.08095186770935006
76,6.5639022166883905,0.03434089120264583,9.821156765182563,0.75,0.1452545100019907
77,8.41442427345522,0.019679746601924366,9.821156765182563,0.75,0.09221120652921258
78,7.4193470911044095,0.017821046548699954,9.821156765182563,0.75,0.09706220284883892
79,6.712585198949136,0.037038629356386854,9.821156765182563,0.75,0.13051177510257006
80,7.131229461665908,0.03390910260219723,9.821156765182563,0.75,0.16680061547940148
81,6.7813812163744185,0.02792995057269651,9.821156765182563,0.75,0.12154012983659775
82,4.32319279193719,0.02911690121268133,9.821156765182563,0.75,0.05961910896426158
83,2.739007932685732,0.02667942273996926,9.821156765182563,0.75,0.010121607446105484
84,7.886063434209701,0.032998864413431674,9.821156765182563,0.75,0.16865113456320746
85,3.0196624409574486,0.03368012165507546,9.821156765182563,0.75,0.02036381869211621
86,6.708941788164552,0.03024825069934386,9.821156765182563,0.75,0.11335419088718313
87,8.226698496392963,0.03204013769713505,9.821156765182563,0.75,0.19356133715799112
88,5.9026502068422815,0.036244930567020835,9.821156765182563,0.75,0.1143370039776112
89,2.1071271503922584,0.024169778785371288,9.821156765182563,0.75,-0.002580497056462347
90,1.8336669655099471,0.028384125088067914,9.821156765182563,0.75,-0.009247887281491915
91,5.853611409968014,0.0295473617571265,9.821156765182563,0.75,0.09908335601189518
92,4.583309340906199,0.02981674646804752,9.821156765182563,0.75,0.06401008351301371
93,1.7520298084940968,0.047434317548562616,9.821156765182563,0.75,-0.014985559993816018
94,2.0424220240657283,0.04179459823355777,9.821156765182563,0.75,-0.006235961044040602
95,3.287364292154817,0.027605890607348218,9.821156765182563,0.75,0.02728437048194849
96,4.901376580714105,0.03155907857375563,9.821156765182563,0.75,0.08043102608066857
97,6.374146345466318,0.02831060349115369,9.821156765182563,0.75,0.10233630134413754
98,1.0756606311374295,0.03063547467554327,9.821156765182563,0.75,-0.023095157825839322
99,5.731386759109046,0.023705212005440467,9.821156765182563,0.75,0.07155701059762806
